fecha,ticker,panel,price,technical_value,parity,tir,tna,tem,tna_360,tem_360,duration,change_pct,volume,source
2026-06-01,AE38D,bonares,80.3611,101.97393812154696,78.80552764787241,10.192607109852284,9.70725283976426,0.8009408271105078,9.745320655202685,0.8121100546002236,4.758558694840508,,,lseg_backfill
2026-06-01,AL29D,bonares,62.5281,70.27651933701658,88.97438374849155,8.918639981287429,8.544099400287553,0.7046435761867587,8.573582057576878,0.7144651714647399,1.510502978947268,,,lseg_backfill
2026-06-01,AL30D,bonares,62.7145,72.21331491712708,86.84617244336721,8.635490409208904,8.283736609066894,0.683100374508272,8.311447930121485,0.6926206608434571,1.960462859271224,,,lseg_backfill
2026-06-01,AL35D,bonares,77.6385,101.6275138121547,76.39515824770122,9.926932770507598,9.465798358762267,0.7809435385594643,9.501993687566124,0.791832807297177,5.574441557471258,,,lseg_backfill
2026-06-01,AL41D,bonares,72.3903,101.38259668508287,71.40308333673929,9.912563169084576,9.452722159349667,0.7798606756564075,9.488817433036,0.7907347860863334,6.071170760748863,,,lseg_backfill
2026-06-01,AN29D,bonares,92.6751,100.03532608695652,92.64237307472904,9.195687176262403,8.798198399220357,0.7256727892260173,8.8294628071786,0.7357885672648834,3.16897836966984,,,lseg_backfill
2026-06-01,AO27D,bonares,97.6858,100.04875,97.6382013768288,8.051236881034782,7.744355879985343,0.6384845616558721,7.768572549980757,0.6473810458317297,1.3552495015960344,,,lseg_backfill
2026-06-01,AO28D,bonares,95.2463,100.03225806451611,95.21558529506608,8.696233318904703,8.339648136815203,0.6877262870902401,8.36773520634253,0.6973112671952109,2.234891580978413,,,lseg_backfill
2026-06-01,GD29D,bonares,90.1902,70.27651933701658,128.33617949614978,-13.085863494747294,-14.022254975264826,-1.1461170053740033,-13.94330950321634,-1.1619424586013616,1.7355357789252728,,,lseg_backfill
2026-06-01,GD30D,bonares,87.5479,72.21331491712708,121.23512139066192,-7.3764178335525425,-7.661836699983993,-0.6278269857927121,-7.638227936662556,-0.6365189947218797,2.223830668411309,,,lseg_backfill
2026-06-01,GD35D,bonares,78.3925,101.6275138121547,77.13708331475901,9.736670161480026,9.292522909773115,0.7665952090285089,9.327403655324051,0.777283637943671,5.5838635166324,,,lseg_backfill
2026-06-01,GD38D,bonares,81.9291,101.97393812154696,80.34317543208473,9.747864661713676,9.30272622712025,0.7674400550756522,9.337683706463997,0.7781403088719996,4.797857936772791,,,lseg_backfill
2026-06-01,GD41D,bonares,72.6013,101.38259668508287,71.61120584188225,9.859914957704053,9.404798221792522,0.7758921068632851,9.440527982738622,0.7867106652282185,6.078363611405341,,,lseg_backfill
2026-06-01,GD46D,bonares,74.4865,94.58690607734808,78.74927206001321,8.477011490287238,8.137715909437349,0.6710201319013009,8.164457869920838,0.6803714891600698,6.580978703175923,,,lseg_backfill
2026-06-02,AE38D,bonares,80.25,101.98775027624308,78.68592039988684,10.230929521549628,9.742033719200904,0.803821699676055,9.780375162150268,0.8150312635125223,4.752413313326764,,,lseg_backfill
2026-06-02,AL29D,bonares,62.28,70.27845303867403,88.61891135498884,9.2236972464162,8.823852561698375,0.7277961615896222,8.855299769237224,0.7379416474364353,1.5049446847517716,,,lseg_backfill
2026-06-02,AL30D,bonares,63.216,72.21480662983426,87.53883441665748,8.207832511876822,7.8892091755569105,0.6504644758899669,7.914341178516793,0.6595284315430661,1.964166477109627,,,lseg_backfill
2026-06-02,AL35D,bonares,77.525,101.63889502762432,76.27493390097322,9.960994157360531,9.496787086010873,0.7835098140771324,9.533220085498597,0.7944350071248829,5.569976392918224,,,lseg_backfill
2026-06-02,AL41D,bonares,72.275,101.39226519337016,71.28255775937228,9.946207730735244,9.483335711053533,0.7823958549785015,9.519665448307268,0.7933054540256057,6.063802048818525,,,lseg_backfill
2026-06-02,AN29D,bonares,92.6942,100.05298913043478,92.64510816279416,9.197007722673147,8.799408022782229,0.72577290772744,8.830681037954324,0.7358900864961937,3.1661931038660707,,,lseg_backfill
2026-06-02,AO27D,bonares,97.9645,100.065,97.90086443811524,7.841025120940889,7.549577368516247,0.6223778164815341,7.57259004476829,0.6310491703973575,1.3525660458259672,,,lseg_backfill
2026-06-02,AO28D,bonares,95.1995,100.0483870967742,95.15345800419152,8.731046626936497,8.371678411838612,0.6903764458949802,8.399981880460938,0.6999984900384115,2.232036323595481,,,lseg_backfill
2026-06-02,GD29D,bonares,90.281,70.27845303867403,128.46184868400366,-13.155833582071768,-14.10276120979903,-1.1526604226794746,-14.022908298877512,-1.168575691573126,1.7335547987736466,,,lseg_backfill
2026-06-02,GD30D,bonares,87.75,72.21480662983426,121.51247658918145,-7.48134802098557,-7.775163634823723,-0.6370845756756616,-7.750852022028809,-0.6459043351690674,2.2229192355930216,,,lseg_backfill
2026-06-02,GD35D,bonares,78.648,101.63889502762432,77.37982588124788,9.677796247003087,9.23884471593417,0.7621507075237011,9.27332316780758,0.7727769306506316,5.583999985290448,,,lseg_backfill
2026-06-02,GD38D,bonares,82.313,101.98775027624308,80.70871234736305,9.64692392970199,9.210685446024105,0.7598192235301005,9.244953792301214,0.7704128160251011,4.804055334019794,,,lseg_backfill
2026-06-02,GD41D,bonares,72.892,101.39226519337016,71.89108544027899,9.792452576073046,9.34335594328106,0.7708043087707894,9.378619815690923,0.7815516513075771,6.084818289843786,,,lseg_backfill
2026-06-02,GD46D,bonares,74.663,94.5975138121547,78.92702143130388,8.441739095647813,8.105187376832635,0.6683292483404379,8.131715751532553,0.6776429792943794,6.586906201425501,,,lseg_backfill
2026-06-03,AE38D,bonares,80.2639,102.00156243093925,78.68889268666169,10.233189666891592,9.744084618604877,0.8039915765262418,9.782442227020738,0.8152035189183948,4.749437016809956,,,lseg_backfill
2026-06-03,AL29D,bonares,62.2819,70.2803867403315,88.61917654226362,9.239300680322367,8.838140756273427,0.7289788015921284,8.869690006372188,0.739140833864349,1.5020249199009768,,,lseg_backfill
2026-06-03,AL30D,bonares,62.4675,72.21629834254144,86.50055656923837,8.880866783440823,8.509405086261857,0.7017726068254238,8.53864853057269,0.7115540442143908,1.9512020025749188,,,lseg_backfill
2026-06-03,AL35D,bonares,77.6615,101.65027624309393,76.4006777652769,9.931465310564056,9.4699225730831,0.7812850742808353,9.5061494879217,0.792179123993475,5.5686614729175,,,lseg_backfill
2026-06-03,AL41D,bonares,72.4097,101.40193370165746,71.40859878771369,9.917222814633494,9.4569625788653,0.780211830967259,9.493090283744454,0.7910908569787045,6.06497911661865,,,lseg_backfill
2026-06-03,AN29D,bonares,92.7122,100.07065217391305,92.64674306196709,9.198741630606492,8.8009962642972,0.7259043639444407,8.832280582588936,0.7360233818824113,3.1634054940216,,,lseg_backfill
2026-06-03,AO27D,bonares,97.9812,100.08125,97.90165490538938,7.84415971250485,7.552484605792165,0.6226182052243567,7.575515026566126,0.6312929188805105,1.349786861462828,,,lseg_backfill
2026-06-03,AO28D,bonares,95.2172,100.06451612903226,95.15580915538362,8.733142383702479,8.373606303979319,0.6905359602682237,8.401922824150176,0.700160235345848,2.229309300074562,,,lseg_backfill
2026-06-03,GD29D,bonares,90.1488,70.2803867403315,128.27021048287247,-13.101939378210613,-14.040745856581829,-1.1476199515184748,-13.96159241867485,-1.163466034889571,1.7301632429897618,,,lseg_backfill
2026-06-03,GD30D,bonares,87.4271,72.21629834254144,121.06283762331546,-7.3365242763573,-7.618784359898045,-0.6243098548090908,-7.59543990880811,-0.6329533257340092,2.2175660184242973,,,lseg_backfill
2026-06-03,GD35D,bonares,78.4555,101.65027624309393,77.18178730018968,9.731021820488772,9.287374289897896,0.7661689001646321,9.32221634746746,0.776851362288955,5.578587578292519,,,lseg_backfill
2026-06-03,GD38D,bonares,82.1359,102.00156243093925,80.52415869179515,9.70199582056906,9.260912114324892,0.7639778434055389,9.2955556681944,0.7746296390162,4.7963782732393225,,,lseg_backfill
